createdat,orderid,restaurantstatus,paymentmethod,subtotal,customerid,restaurantname,customeraddressprovince,restaurantacceptedat,foodpreparedpromised,podactual
2019-09-06 10:50:32,15334273,restaurant_accepted,cash,195.0,2116239,Jimmy's Killer Fish & Chips & Grills Columbine Crossing,(null),2019-09-06 10:53:25,2019-09-06 11:13:25,2019-09-06 11:38:57
2019-08-14 17:56:15,14419330,none,none,170.0,2116240,Humble Harry's Leaping Frog,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 17:57:45,14419434,restaurant_accepted,credit,351.0,2116240,Humble Harry's Leaping Frog,Gauteng,2019-08-14 18:05:58,2019-08-14 18:35:58,2019-08-14 18:50:07
2019-09-12 17:57:38,15575272,restaurant_accepted,credit,219.9,2116240,Roman's Pizza Pineslopes,Gauteng,2019-09-12 17:59:11,2019-09-12 18:18:11,2019-09-12 18:33:31
2019-10-13 18:09:10,16890473,restaurant_accepted,credit,232.0,2116240,Nikos Pineslopes,Gauteng,2019-10-13 18:11:38,2019-10-13 18:30:38,2019-10-13 18:43:11
2019-10-27 16:41:54,17514376,restaurant_accepted,credit,176.0,2116240,Ocean Basket Fourways Mall,Gauteng,2019-10-27 16:43:16,2019-10-27 16:58:16,2019-10-27 17:13:42
2019-08-14 17:51:34,14418968,restaurant_accepted,credit,161.8,2116241,KFC Safari Gardens,North West,2019-08-14 17:57:28,2019-08-14 18:12:28,2019-08-14 18:11:50
2019-08-14 17:46:03,14418544,none,none,108.0,2116242,Mai Thai Sushi,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:24:32,14421587,none,none,108.0,2116242,Mai Thai Sushi,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 17:49:59,14418838,restaurant_accepted,credit,172.0,2116243,O Peri Peri,Gauteng,2019-08-14 17:54:06,2019-08-14 18:14:06,2019-08-14 18:24:34
2019-08-14 17:47:24,14418638,restaurant_accepted,cash,214.9,2116244,KFC Rifle Range,Gauteng,2019-08-14 17:50:04,2019-08-14 18:05:04,2019-08-14 18:12:14
2019-08-14 18:32:37,14422299,restaurant_accepted,cash,173.7,2116246,Fishaways Victoria Centre,(null),2019-08-14 18:40:04,2019-08-14 19:00:04,2019-08-14 19:16:53
2019-08-14 17:53:11,14419093,none,credit,105.0,2116247,PRIMI Victoria Rd,Cape Town,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 17:59:14,14419544,none,credit,105.0,2116247,PRIMI Victoria Rd,Cape Town,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 17:47:30,14418650,none,credit,67.0,2116249,McDonald's Midridge,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:10:05,14420415,none,credit,78.8,2116250,Mochachos East Rand Mall,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-26 13:17:21,14849591,none,none,74.8,2116250,Mochachos Green Valley,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-26 13:19:11,14849676,restaurant_accepted,instant_eft,74.8,2116250,Mochachos Green Valley,Gauteng,2019-08-26 13:21:44,2019-08-26 13:41:44,2019-08-26 13:46:17
2019-08-27 12:19:18,14880688,none,none,73.1,2116250,McDonald's Stoneridge,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-27 12:20:59,14880816,none,instant_eft,61.7,2116250,McDonald's Stoneridge,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-27 12:42:21,14882352,restaurant_accepted,cash,61.7,2116250,McDonald's Stoneridge,Gauteng,2019-08-28 11:17:36,2019-08-28 11:32:36,2019-08-28 11:34:44
2019-09-02 12:11:24,15194851,restaurant_accepted,instant_eft,119.7,2116250,Mochachos Karaglen Mall,Gauteng,2019-09-02 12:14:20,2019-09-02 12:34:20,2019-09-02 13:04:50
2019-09-05 17:59:54,15317236,none,instant_eft,40.9,2116250,Burger King East Rand Galleria,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-07 10:50:35,15385793,restaurant_accepted,instant_eft,59.9,2116250,KFC Jansen Park,Gauteng,2019-09-07 10:52:57,2019-09-07 11:07:57,2019-09-07 11:15:31
2019-09-07 19:24:56,15419269,restaurant_accepted,instant_eft,74.8,2116250,Mochachos East Rand Mall,Gauteng,2019-09-07 19:26:54,2019-09-07 19:45:54,2019-09-07 19:47:00
2019-10-12 19:54:11,16858308,none,none,173.6,2116250,Burger King East Rand Galleria,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-12 19:57:22,16858583,none,none,173.6,2116250,Burger King East Rand Galleria,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-12 20:00:21,16858841,none,none,173.6,2116250,Burger King East Rand Galleria,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-12 20:01:35,16858940,restaurant_accepted,credit,173.6,2116250,Burger King East Rand Galleria,Gauteng,2019-10-12 20:05:53,2019-10-12 20:30:53,2019-10-12 20:33:45
2019-08-14 18:00:48,14419671,restaurant_accepted,credit,287.7,2116251,KFC Glen Marais,Gauteng,2019-08-14 18:05:28,2019-08-14 18:20:28,2019-08-14 18:38:47
2019-09-07 14:10:07,15395017,none,none,51.6,2116251,McDonald's Norkem Park,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-12 18:48:34,15580551,none,none,285.0,2116251,Haandi Elgin Mall,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-12 18:50:55,15580874,restaurant_accepted,credit,245.0,2116251,Haandi Elgin Mall,Gauteng,2019-09-12 19:02:43,2019-09-12 19:30:43,2019-09-12 19:31:00
2019-08-15 18:09:28,14450171,none,none,166.98,2116252,Burger King Midlands Mall,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 18:14:40,14450668,restaurant_accepted,cash,166.98,2116252,Burger King Midlands Mall,(null),2019-08-15 18:15:36,2019-08-15 18:30:36,2019-08-15 18:54:33
2019-08-14 17:48:19,14418714,none,credit,217.0,2116254,Nando's Pietersburg,Limpopo,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 17:58:47,14419518,none,credit,217.0,2116255,Nando's San Ridge Square,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:11:48,14420564,none,none,283.35,2116257,Olive and Oil,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:12:59,14420658,none,none,283.35,2116257,Olive and Oil,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 17:56:50,14419363,none,none,230.0,2116258,NY Slice Pizza,Free State,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:01:23,14419724,restaurant_accepted,cash,230.0,2116258,NY Slice Pizza,Free State,2019-08-14 18:03:43,2019-08-14 18:33:43,2019-08-14 18:46:38
2019-08-14 17:54:24,14419186,restaurant_accepted,cash,80.8,2116259,McDonald's Beacon Bay,Eastern Cape,2019-08-14 17:57:54,2019-08-14 18:12:54,2019-08-14 18:14:23
2019-09-05 17:24:34,15313946,restaurant_accepted,cash,91.8,2116259,Roman's Pizza Cambridge,Eastern Cape,2019-09-05 17:25:55,2019-09-05 17:42:55,2019-09-05 18:01:06
2019-08-14 17:55:02,14419222,restaurant_accepted,cash,116.38,2116261,Burger King Sasol Disa,Eastern Cape,2019-08-14 18:05:38,2019-08-14 18:20:38,2019-08-14 18:22:58
2019-10-09 17:46:40,16706951,restaurant_accepted,cash,175.5,2116261,KFC Cape Road,Eastern Cape,2019-10-09 17:47:56,2019-10-09 18:02:56,2019-10-09 18:11:19
2019-10-23 17:37:45,17298979,restaurant_accepted,cash,122.0,2116261,Burger King Sasol Disa,Eastern Cape,2019-10-23 17:41:10,2019-10-23 17:53:10,2019-10-23 18:02:39
2019-08-16 15:30:50,14476330,restaurant_accepted,credit,99.7,2116262,Fishaways Eikestad Mall,Western Cape,2019-08-16 15:36:14,2019-08-16 15:51:14,2019-08-16 15:57:26
2019-10-26 21:05:54,17487022,none,credit,66.9,2116262,Steers Eikestad Mall,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 17:55:26,14419259,none,none,100.0,2116264,Pizza Perfect Boulevard Square,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:03:01,14419828,restaurant_accepted,cash,100.0,2116264,Pizza Perfect Boulevard Square,Western Cape,2019-08-14 18:04:39,2019-08-14 18:24:39,2019-08-14 18:26:31
2019-08-29 17:08:33,15010281,restaurant_accepted,cash,85.0,2116264,Coach Grill & Ribs,Western Cape,2019-08-29 17:09:34,2019-08-29 17:25:34,2019-08-29 17:43:20
2019-08-20 10:12:02,14602881,none,none,64.0,2116266,Nando's Park Station,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-09 17:52:49,15481130,none,none,78.0,2116269,Nando's Ilanga Mall,Mpumalanga,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:02:34,14419799,restaurant_accepted,credit,160.2,2116273,Kung Fu Kitchen Brooklyn,Gauteng,2019-08-14 18:06:49,2019-08-14 18:26:49,2019-08-14 18:51:55
2019-08-14 17:57:29,14419414,none,none,83.9,2116274,Roman's Pizza Melrose Crossing,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 17:59:03,14419538,restaurant_accepted,credit,83.9,2116274,Roman's Pizza Melrose Crossing,Gauteng,2019-08-14 18:01:19,2019-08-14 18:16:19,2019-08-14 18:19:52
2019-09-03 11:39:26,15226068,restaurant_accepted,credit,138.1,2116274,Piza e Vino Melrose,Gauteng,2019-09-03 11:42:10,2019-09-03 12:10:10,2019-09-03 12:26:58
2019-09-06 11:30:20,15336816,restaurant_accepted,credit,65.9,2116274,Mochachos Oaklands,Gauteng,2019-09-06 11:38:43,2019-09-06 11:53:43,2019-09-06 12:25:51
2019-09-23 12:09:51,15986682,restaurant_accepted,credit,69.9,2116274,KFC Melrose Crossing,Gauteng,2019-09-23 12:14:09,2019-09-23 12:29:09,2019-09-23 12:51:15
2019-09-27 19:29:05,16199711,restaurant_accepted,credit,149.98,2116274,Checkers LiquorShop Wilrogate (Over 18's Only) 87705,(null),2019-09-27 19:31:52,2019-09-27 19:46:52,0000/00/00  00:00:00
2019-09-30 11:59:26,16314922,none,none,144.0,2116274,Hello Tomato Melrose Arch,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-30 11:59:48,16314954,restaurant_accepted,credit,144.0,2116274,Hello Tomato Melrose Arch,Gauteng,2019-09-30 12:13:54,2019-09-30 12:28:54,0000/00/00  00:00:00
2019-10-11 12:01:16,16770113,restaurant_accepted,credit,142.0,2116274,Hello Tomato Melrose Arch,Gauteng,2019-10-11 12:10:25,2019-10-11 12:29:25,2019-10-11 12:56:03
2019-08-14 18:00:12,14419625,restaurant_accepted,credit,103.7,2116276,Steers The Glen,Gauteng,2019-08-14 18:08:24,2019-08-14 18:23:24,2019-08-14 18:39:39
2019-08-14 18:08:46,14420305,restaurant_accepted,cash,208.7,2116278,Simply Asia Cavendish Square,Cape Town,2019-08-14 18:11:27,2019-08-14 18:26:27,2019-08-14 18:43:01
2019-08-14 18:13:00,14420660,restaurant_accepted,cash,132.0,2116278,Col'Cacchio Cavendish Square,Cape Town,2019-08-14 18:13:34,2019-08-14 18:33:34,2019-08-14 18:52:52
2019-10-08 19:50:10,16680265,restaurant_accepted,credit,252.8,2116280,Panarottis North Cape Mall,Northern Cape,2019-10-08 19:59:05,2019-10-08 20:44:05,2019-10-08 20:45:17
2019-08-14 17:59:20,14419553,none,none,113.08,2116281,Burger King Westgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:06:01,14420069,none,none,113.08,2116281,Burger King Westgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:08:52,14420313,restaurant_accepted,cash,113.08,2116281,Burger King Westgate,Gauteng,2019-08-14 18:13:14,2019-08-14 18:28:14,2019-08-14 18:50:00
2019-08-17 18:51:17,14534672,restaurant_accepted,cash,176.8,2116281,Romans Pizza Roodepoort,Gauteng,2019-08-17 18:53:58,2019-08-17 19:13:58,2019-08-17 19:37:58
2019-08-21 19:58:11,14658476,none,none,140.4,2116281,Del Forno Horison,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-21 19:59:51,14658539,restaurant_accepted,cash,140.4,2116281,Del Forno Horison,Gauteng,2019-08-21 20:00:28,2019-08-21 20:20:28,2019-08-21 20:32:56
2019-08-24 20:50:56,14798919,restaurant_accepted,cash,155.8,2116281,Burger King Westgate,Gauteng,2019-08-24 20:52:05,2019-08-24 21:12:05,2019-08-24 21:32:21
2019-08-27 18:35:13,14903226,restaurant_accepted,cash,191.0,2116281,Bigman Burgers,Gauteng,2019-08-27 18:35:55,2019-08-27 18:55:55,2019-08-27 19:27:01
2019-08-27 18:50:58,14905347,restaurant_accepted,cash,129.99,2116281,Checkers LiquorShop Horizon (Over 18's Only) 57146,Gauteng,2019-08-27 18:51:45,2019-08-27 19:06:45,2019-08-27 19:24:36
2019-08-29 18:19:41,15017421,restaurant_accepted,cash,163.0,2116281,Nando's Westgate,Gauteng,2019-08-29 18:20:20,2019-08-29 18:36:20,2019-08-29 18:50:00
2019-09-05 18:00:54,15317347,restaurant_accepted,cash,140.4,2116281,Del Forno Witpoortjie,Gauteng,2019-09-05 18:01:35,2019-09-05 18:20:35,2019-09-05 18:26:08
2019-09-06 19:49:43,15377076,restaurant_accepted,cash,134.0,2116281,Ocean Basket Westgate,Gauteng,2019-09-06 19:50:14,2019-09-06 20:08:14,2019-09-06 20:18:51
2019-09-06 19:54:11,15377528,restaurant_accepted,cash,107.0,2116281,Bigman Burgers,Gauteng,2019-09-06 19:54:48,2019-09-06 20:09:48,2019-09-06 20:20:42
2019-09-07 21:24:09,15427095,none,none,67.0,2116281,Burger King Westgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-07 21:25:01,15427133,restaurant_accepted,cash,139.9,2116281,Burger King Westgate,Gauteng,2019-09-07 21:26:42,2019-09-07 21:41:42,2019-09-07 22:01:42
2019-09-14 20:28:40,15681053,restaurant_accepted,cash,165.7,2116281,McDonald's Westgate,Gauteng,2019-09-14 20:30:00,2019-09-14 20:45:00,2019-09-14 20:53:29
2019-09-18 19:04:46,15802593,restaurant_accepted,cash,165.8,2116281,Burger King Westgate,Gauteng,2019-09-18 19:05:47,2019-09-18 19:20:47,2019-09-18 19:30:30
2019-09-24 19:14:03,16052481,restaurant_accepted,cash,190.0,2116281,Nando's Westgate,Gauteng,2019-09-24 19:15:20,2019-09-24 19:30:20,2019-09-24 19:40:13
2019-09-25 19:16:12,16096531,restaurant_accepted,cash,122.8,2116281,McDonald's Westgate,Gauteng,2019-09-25 19:16:52,2019-09-25 19:31:52,2019-09-25 19:48:11
2019-09-28 20:20:50,16258950,none,instant_eft,197.8,2116281,Mochachos Florida Junction,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-07 19:09:40,16644051,restaurant_accepted,cash,122.8,2116281,McDonald's Westgate,Gauteng,2019-10-07 19:10:11,2019-10-07 19:25:11,2019-10-07 19:46:23
2019-10-10 16:41:41,16741831,none,none,143.0,2116281,Pizza Burger Perfect Helderkruin,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-10 16:42:17,16741872,restaurant_accepted,cash,163.0,2116281,Pizza Burger Perfect Helderkruin,Gauteng,2019-10-10 16:42:48,2019-10-10 16:57:48,2019-10-10 17:16:12
2019-10-23 20:25:56,17312879,restaurant_accepted,cash,118.9,2116281,Roman's Pizza Roodepoort,Gauteng,2019-10-23 20:28:05,2019-10-23 20:48:05,2019-10-23 21:04:57
2019-08-14 17:57:15,14419396,none,none,1939.87,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 17:57:28,14419410,none,credit,1939.87,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 12:15:58,14435649,none,none,1679.88,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 12:16:22,14435672,none,credit,1959.86,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 10:03:50,14462620,none,none,1964.85,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 10:05:11,14462661,none,credit,1964.85,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 15:43:17,14476838,none,credit,1949.85,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 08:55:55,14505251,none,none,1959.86,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 08:56:45,14505252,none,credit,1959.86,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 11:16:48,14508199,none,credit,1959.86,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 12:31:31,14511146,none,none,1919.86,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 12:31:50,14511153,none,none,1919.86,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 13:59:01,14515241,none,none,839.94,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 13:59:29,14515271,none,credit,839.94,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 14:10:50,14515836,none,credit,699.95,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-18 10:07:43,14545443,none,none,699.95,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-18 10:07:56,14545444,none,credit,699.95,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-18 10:26:50,14545445,none,none,699.95,2116283,Checkers LiquorShop Westville (Over 18's Only) 82365,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-19 13:41:34,14585367,none,credit,1936.83,2116283,Checkers LiquorShop Hillcrest (Over 18's Only) 50487,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-24 12:51:13,16025460,restaurant_accepted,credit,113.8,2116284,Burger King Lambton,Germiston,2019-09-24 12:57:20,2019-09-24 13:12:20,2019-09-24 13:13:46
2019-09-28 19:31:30,16254063,restaurant_accepted,cash,63.8,2116284,KFC Lambton,Germiston,2019-09-28 19:36:44,2019-09-28 19:51:44,2019-09-28 19:51:26
2019-09-28 19:38:47,16254881,restaurant_accepted,credit,76.8,2116284,KFC Lambton,Germiston,2019-09-28 19:42:09,2019-09-28 19:57:09,2019-09-28 20:02:28
2019-08-14 17:55:18,14419243,restaurant_accepted,credit,135.1,2116285,Piza e Vino Waterkloof,Pretoria,2019-08-14 17:58:37,2019-08-14 18:18:37,2019-08-14 18:31:35
2019-09-01 15:01:53,15163387,restaurant_accepted,credit,134.9,2116285,Burger Bistro Hazelwood,Pretoria,2019-09-01 15:06:05,2019-09-01 15:25:05,2019-09-01 15:43:54
2019-09-09 12:51:48,15470436,restaurant_accepted,credit,89.25,2116285,Mythos Brooklyn Mall,Pretoria,2019-09-09 12:55:18,2019-09-09 13:12:18,2019-09-09 13:36:06
2019-09-30 12:15:33,16316173,none,none,104.0,2116285,Cowfish,Pretoria,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-30 12:18:39,16316405,restaurant_accepted,credit,277.0,2116285,Cowfish,Pretoria,2019-09-30 12:22:35,2019-09-30 12:42:35,2019-09-30 13:11:51
2019-10-02 11:06:00,16391309,none,none,147.8,2116285,Cafe 41 Rigel,Pretoria,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-02 11:08:16,16391411,none,none,93.75,2116285,Central,Pretoria,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-02 11:08:50,16391445,none,none,125.0,2116285,Central,Pretoria,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 17:55:31,14419265,restaurant_accepted,cash,121.77,2116286,Burger King Westgate,Gauteng,2019-08-14 17:57:53,2019-08-14 18:12:53,2019-08-14 18:26:12
2019-09-12 17:53:41,15574880,restaurant_accepted,cash,142.9,2116286,Pizza Hut Horizon Village,Gauteng,2019-09-12 18:05:48,2019-09-12 18:35:48,2019-09-12 18:57:54
2019-09-12 18:18:48,15577325,restaurant_accepted,cash,142.9,2116286,Pizza Hut Horizon Village,Gauteng,2019-09-12 18:19:49,2019-09-12 18:50:49,0000/00/00  00:00:00
2019-10-25 19:03:32,17413528,restaurant_accepted,cash,219.0,2116286,Nando's Horizon,Gauteng,2019-10-25 19:05:46,2019-10-25 19:44:46,2019-10-25 20:10:27
2019-08-15 17:33:23,14447197,restaurant_accepted,cash,230.7,2116287,McDonald's Berea,KwaZulu-Natal,2019-08-15 17:36:10,2019-08-15 17:51:10,2019-08-15 18:11:05
2019-10-12 17:44:27,16843282,restaurant_accepted,credit,67.4,2116290,McDonald's Fleurdal,(null),2019-10-12 17:48:52,2019-10-12 18:03:52,2019-10-12 18:11:24
2019-08-14 18:07:41,14420216,restaurant_accepted,cash,242.6,2116291,McDonald's Richards Bay,KwaZulu-Natal,2019-08-14 18:10:38,2019-08-14 18:25:38,2019-08-14 18:51:48
2019-09-08 18:42:04,15454968,none,none,59.9,2116291,KFC Kruger Road,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-08 18:45:48,15455301,restaurant_accepted,instant_eft,255.5,2116291,KFC Kruger Road,KwaZulu-Natal,2019-09-08 18:50:10,2019-09-08 19:05:10,2019-09-08 19:13:50
2019-09-18 17:17:21,15793720,restaurant_accepted,instant_eft,258.4,2116291,Burger King Town Square,KwaZulu-Natal,2019-09-18 17:19:49,2019-09-18 17:36:49,2019-09-18 17:35:50
2019-10-10 11:32:25,16726360,restaurant_accepted,instant_eft,329.0,2116291,Nando's Bellingham Park Shopping Centre,(null),2019-10-10 11:35:11,2019-10-10 11:55:11,2019-10-10 12:07:55
